0,105|0,0,313;0,0,98;0,0,366;0,0,481;5,0,10;0,0,275;0,0,275;0,0,33;5,0,102;0,0,339;5,0,70;0,0,313;5,0,32;5,0,159;0,0,275;0,0,33;5,0,69;0,0,313;5,0,109;5,0,122;0,0,33;0,0,196;5,0,15;0,0,221|1
5,10|1,0,862;0,0,209;1,0,747;0,0,269;1,0,1105;1,0,1105;0,0,449;1,0,930;0,0,129;1,0,1287;1,0,796;0,0,285;1,0,619;1,0,609;1,0,706;1,0,650;0,0,339;0,0,253;0,0,313;0,0,487;1,0,711;0,0,221;0,0,305;0,0,269;0,0,333;0,0,285;1,0,1042;0,0,321;1,0,802;1,0,807;0,0,430;0,0,241;1,0,815;1,0,674;1,0,682;0,0,221;1,0,415;0,0,249|0
5,1|3,0,448|0
8,1|0,1,303;0,0,221;0,1,484;0,2,543;0,1,722;0,1,434;0,1,322;5,2,99;0,0,225;5,1,3;0,1,415;0,0,417;0,2,789|0
3,7|0,1,373;4,0,490;0,1,311;5,0,97;0,1,450;5,1,156;5,1,273;1,1,576;4,1,567;4,1,309;4,0,693|1
2,13|0,0,221;0,1,643;0,0,33;0,1,273;4,0,645;0,0,320;1,1,1060;4,1,1233;1,1,1912;0,1,903;4,0,1497;4,1,558;0,1,478;0,0,275;0,0,224;1,1,1274;4,1,648;1,0,639;0,0,525;4,1,614;4,1,1122;4,0,699;4,0,726;1,0,1845;1,1,2320;1,1,964;4,1,694;4,0,322;1,0,1553;0,1,510;4,1,1320|1
5,6|0,0,247;0,1,337;5,1,52;5,1,161;5,0,70;5,2,147;5,2,62;0,0,125;0,1,18;0,2,88;0,2,365;5,1,178;5,2,179;0,2,95;0,0,275;0,1,254;5,1,185;0,0,83;5,1,124;0,2,405;5,2,242;5,0,71;5,2,45|1
4,9|3,0,1126;0,0,141;1,0,683;1,0,713;0,0,269;0,0,173;0,0,466;3,0,1001;3,0,726;0,0,173;1,0,909;0,0,292;3,0,801;3,0,1021;0,0,194;0,0,275;3,0,1217;0,0,321;1,0,712;3,0,683;3,0,869;0,0,211;0,0,225;1,0,842;3,0,933;3,0,919;1,0,793|1
4,5|1,0,1141;0,0,298;0,0,275;0,0,422;1,0,516;1,0,639;0,0,187;0,0,311;2,0,366;2,0,366;2,0,183;2,0,260;0,0,486;0,0,467;2,0,224;2,0,197;1,0,969;0,0,295;1,0,1040;2,0,156;0,0,514;1,0,1031;0,0,333;0,0,416;0,0,254;2,0,196;0,0,333|1
7,6|1,0,693;3,0,836;5,0,109;1,0,569;3,0,996;1,0,427;3,0,1019;1,0,574;1,0,639;4,0,556;5,0,91;1,0,907;4,0,613;3,0,770;2,0,27;5,0,37;5,0,19;4,0,598;0,0,141;2,0,27;2,0,260;3,0,1203;3,0,824;5,0,15;0,0,145;4,0,639;0,0,382;3,0,1094;5,0,129;5,0,128;3,0,1056|1
6,2|1,0,312;4,0,430;3,0,822;3,0,879;5,0,122;5,0,91;5,0,107;1,0,418;5,0,71;4,0,368;2,0,379;2,0,311;4,0,713;3,0,1002;5,0,10;4,0,209|1
0,5|2,0,169;2,0,196;4,0,490;2,0,156;2,0,291;4,0,759;4,0,784|1
4,1|2,2,128;0,1,353;5,0,55;3,2,1057|1
6,5|5,2,197;5,0,29;5,0,110;0,0,249;0,1,735;4,0,707;0,1,372;4,2,658;0,1,263;4,0,566;4,1,1351;0,2,497;0,2,511;5,0,97;0,2,422|1
4,3|2,0,183;2,0,210;0,1,479;2,0,145;5,2,189;3,2,2177|1
5,4|3,2,1249;4,1,521;3,0,582;3,1,1239;4,1,717;1,1,1013;5,0,132;4,1,665;1,0,644;1,0,418;5,2,168;5,1,46;5,0,113;5,0,25;3,0,1249;3,0,1249|1
5,1|2,0,183;2,1,145;2,1,260;2,0,183;2,1,132;2,0,68;2,1,118;2,0,233;2,0,196;2,1,109;2,1,247;2,1,196|1
8,1|1,1,1069;3,1,1409;3,1,1409;1,2,1409|1
0,35|0,0,33;4,0,726;4,0,788;0,0,221;4,0,583;0,0,83;4,0,521;0,0,183;4,0,637;0,0,249;0,0,602;0,0,370|1
7,8|0,0,249;5,0,33;0,0,39;0,0,333;5,0,69;0,0,17;5,0,57;0,0,272;5,0,44;0,0,279;0,0,193;0,0,119;5,0,67;5,0,42;5,0,112;0,0,248;0,0,311;0,0,249;5,0,2;5,0,70;0,0,33;0,0,285;5,0,25;0,0,33;0,0,17;5,0,120;0,0,290|0
8,3|0,2,494;1,0,1448;1,1,1998;1,1,2210;0,0,249;1,2,1482;0,0,333;1,0,1283;1,2,1741;1,0,1416;1,1,1244;1,2,1845;1,2,1492;1,0,885;0,2,942;0,1,439;1,2,1543;1,1,1009;1,2,1674;1,0,1258;0,2,494;0,1,634;1,1,2182;1,0,735;1,1,1458;0,2,495;1,2,1377;1,2,2271;0,2,1234;1,2,2264|0
4,3|5,1,162;4,0,707;4,1,641;3,1,1180;5,1,181;3,0,1127;5,1,235;4,1,776|1
3,19|4,0,831;5,1,41;5,1,66;5,1,26|0
8,6|5,0,107;5,1,120;0,0,301;4,2,1015;0,0,269;0,2,746;4,0,523;4,2,1031;0,0,269;4,0,670;4,1,600;4,2,689;0,0,311;4,0,511;0,1,322;0,0,249;4,1,831;0,0,313;0,0,155;0,0,269;0,2,349;4,0,495;0,2,529|1
8,1|1,0,501;5,0,114;5,1,157;1,1,1203;1,1,1279;0,1,351;5,1,139;1,1,888;5,2,182;1,1,1279;5,2,214|0
3,1|2,0,14;1,0,998;0,0,436;2,1,27;2,0,73;1,0,396|1
6,2|5,0,115;1,0,877;1,0,960;5,0,89;2,0,172;1,0,320;2,0,145;5,0,231;2,0,341;1,0,610;5,0,81;1,0,1128;2,0,119;2,0,311|0
2,8|2,0,183;5,0,138;5,0,71;2,0,366;2,0,183;5,0,166;2,0,132;5,0,159;4,0,755;4,0,1104;4,0,832;2,0,274;4,0,969;4,0,985;2,0,247;5,0,99;4,0,650;2,0,132;5,0,97;2,0,339;4,0,640;2,0,105|1
8,2|1,0,985;1,0,1062;1,0,793;5,0,32;0,0,313;1,0,719;0,0,269;1,0,651;1,0,510;5,0,113;1,0,472;0,0,93;0,0,33;5,0,156;5,0,84;0,0,269;5,0,65;5,0,35;1,0,949;1,0,1300|0
2,6|0,0,177;4,1,568;0,1,259;4,1,542;5,0,14;0,1,315;5,1,167;0,1,581;4,0,487;4,0,738;0,1,227;5,0,70;0,1,389;0,0,249;5,1,115;0,0,167;0,0,356;0,1,498;5,0,126;0,0,359;4,1,1314;4,0,419;0,0,249;0,1,769;5,1,211;0,1,474;5,1,271;0,0,333;0,0,564;5,0,42;0,1,486;5,1,107;4,0,381;0,0,269;4,1,864|1
3,3|4,0,589;4,0,470|0
3,2|5,2,360;0,2,527;1,1,879;2,2,196|1
8,1|3,0,1433;2,0,183|0
1,2|3,0,1355;3,0,782;5,0,140;1,0,395;5,0,135;1,0,655;5,0,115;1,0,774|1
4,4|3,0,903;3,2,769;3,1,1018;5,2,231;3,1,663;5,0,3;3,1,1023;5,2,24|1
2,2|3,0,1872;5,0,109;3,1,2290;5,0,109;5,1,288|1
2,6|3,0,928;2,0,183;1,0,736;1,0,856;2,0,156;3,0,468;2,0,183;3,0,448;2,0,361;3,0,923;2,0,156;1,0,831;3,0,439|1
0,106|2,1,409;1,1,925;1,0,720;2,1,368;2,1,54;4,1,905;2,1,220;4,1,1911;1,0,1059;2,0,224;2,1,210;4,0,1210;2,0,27;4,0,1680;1,0,1435;1,0,1074;4,1,817;4,0,525;2,0,392;4,1,1957;4,0,1123;1,0,1841;4,1,964;1,0,919;4,0,1409;1,1,1125;4,0,874|1
7,1|2,0,324;3,2,1409;0,2,511;3,2,1409|1
6,6|4,0,633;0,0,538;0,0,97;0,0,308;5,0,19;0,0,119;5,0,44;5,0,42;2,0,119;2,0,220;4,0,507;5,0,167;0,0,39;2,0,132;4,0,922;5,0,96;5,0,115;5,0,33;0,0,17|0
7,9|4,1,831;4,0,500;0,1,490;1,1,1517;0,1,967;1,0,968;4,1,709;1,0,1196;4,1,360;1,0,2008;1,0,1334;1,0,1150;4,0,303;4,0,767;4,1,328|0
2,2|4,0,707;5,0,133;4,0,1129;5,0,65;5,0,109;5,0,70;3,0,984;4,0,357;5,0,109;4,0,860;4,0,507;4,0,278;5,0,28;5,0,128;4,0,964;3,0,784;3,0,881|1
3,13|2,1,145;4,1,1165;3,0,777;4,1,838;4,0,585;4,1,704;1,0,952;4,0,495;3,0,576;4,0,640|1
3,19|1,0,1142;2,0,183;1,0,1183;3,0,1088;1,0,1123;2,0,183;3,0,852;3,0,1007;1,0,667;2,0,105;1,0,730;3,0,1248;3,0,1364;1,0,459;3,0,706;3,0,1561;1,0,1430;1,0,363;1,0,741;1,0,1281;3,0,1472;3,0,1185;2,0,73;2,0,164;1,0,1332;3,0,1064|1
1,6|4,0,901;4,0,836;0,0,221;5,0,199;0,0,448;5,0,96;3,0,1107;0,0,392;3,0,1323;4,0,1061|1
7,4|5,1,109;1,2,563;0,0,119;2,2,169;0,0,97;5,1,93;0,0,472;2,1,60;2,0,27;0,1,195;0,1,309;0,0,282;0,0,33;0,1,481;5,2,157;5,2,58|0
7,1|1,0,1031;2,0,264;0,0,416;2,0,210;0,0,266;2,0,365|0
2,5|1,0,751;4,0,870;1,0,609;2,0,156;2,0,27;4,0,342;2,0,196;2,0,132;5,0,65;1,0,544;1,0,800;2,0,196;5,0,36;1,0,714;4,0,564;4,0,648;4,0,376;4,0,479;2,0,419;2,0,17;1,0,719;5,0,60|1
5,11|3,1,1766;3,0,1307;3,1,1977|0
6,2|5,0,228;2,0,223;2,0,366;3,2,1931;3,0,1371|1
8,3|5,0,109;4,0,792;4,0,248;4,0,282;5,0,10;4,0,421;5,0,79;5,0,128;4,0,598;5,0,71;4,0,517;5,0,110;2,0,196;5,0,109;5,0,70;2,0,273;5,0,109;2,0,156;4,0,826;4,0,312;2,0,105;2,0,145;2,0,183;5,0,10;5,0,163;5,0,71;4,0,849;4,0,513;4,0,471;4,0,371;5,0,29;2,0,273;2,0,145;5,0,19;4,0,437;2,0,27;5,0,135;5,0,70;4,0,298;4,0,432;4,0,657;2,0,145;4,0,209;4,0,337;2,0,183;2,0,172;5,0,109;4,0,785;4,0,529;4,0,721;4,0,427;2,0,27;2,0,54;2,0,105;5,0,106;2,0,210;4,0,282;5,0,124;5,0,91;4,0,312;2,0,68;4,0,317;2,0,132;4,0,727;4,0,298;2,0,145;2,0,183;5,0,149;5,0,52;2,0,54;5,0,113;4,0,312|1
3,3|5,0,91;4,0,372;5,0,138;1,0,870;1,0,576;5,0,241|1
1,13|4,0,525;1,0,653;1,0,734;0,0,23;1,0,343;2,0,1;4,0,841;4,0,534;2,0,196;0,0,151;4,0,573;1,0,779;4,0,218;2,0,33;0,0,17;0,0,97;1,0,582;4,0,543;0,0,119;4,0,504;1,0,275|1
6,4|5,1,144;2,1,183;2,0,169;3,1,1216;1,0,962;2,0,183;1,1,928;5,2,302;4,1,735;4,1,587;2,0,352;1,2,512;4,1,1036;3,0,998;5,0,118;3,1,384;2,1,183;1,1,775;4,0,831;1,2,1324;2,2,196|1
5,6|0,0,526;2,0,105;3,0,1302;3,0,1422;3,0,1549;0,0,269;3,0,1451;2,0,260;5,0,91;0,0,333;2,0,27;2,0,122;2,0,172;3,0,1410;3,0,733|1
0,106|4,0,691;3,1,992;3,1,960;3,0,827;4,1,751;4,1,747;3,0,673;4,0,378;4,0,447;2,0,260;3,0,855;2,1,161;2,1,169;3,0,883;4,0,236;2,1,27;2,1,14;4,1,797;4,0,748;2,1,145;4,0,767;2,1,273;3,0,403|1
0,64|0,0,468;0,1,117;0,0,211;0,1,889;0,1,596;0,1,916;0,1,636;0,1,304;0,0,247;0,1,465;0,0,17;0,1,223;0,1,766;0,0,191;0,0,249;0,0,260;0,0,403|1
6,2|3,0,1590;0,0,282;3,1,1599;0,0,189;3,0,640;3,1,1554|1
2,5|2,0,156;1,1,1377;3,1,1051;0,0,151;5,1,24;1,1,962;5,1,32;5,0,91;1,0,898;5,1,166;2,1,183;3,1,1056;1,0,830;0,0,147;3,1,1212;2,1,347;0,1,35;5,1,129;0,0,212;5,1,191;0,1,381;1,1,713;1,0,963;2,1,172;1,0,1015;1,0,602;2,1,320|1
8,5|3,1,1561;3,0,679;1,2,602;4,0,701;1,0,727;3,0,660;4,0,593;4,0,445;3,2,977;4,1,523;4,1,1029;3,1,856;3,0,838;1,2,544;4,1,1024|1
2,1|0,0,289;5,2,89|0
3,35|1,0,1077;1,0,1403;1,0,810;1,0,463;1,0,874;1,0,481;1,0,784;1,0,1234;1,0,847;1,0,448;1,0,637;1,0,889;1,0,878;1,0,528;1,0,935;1,0,480;1,0,1336;1,0,998;1,0,864;1,0,735;1,0,1071|1
0,56|4,0,522;4,0,474;4,1,905|0
2,13|2,0,341;2,1,260;5,1,188;2,0,247;2,0,300;3,1,1279;5,0,91;5,0,179;2,1,273;3,1,1279;2,1,337|0
5,7|3,1,1889;5,2,74;5,1,65;5,1,66;3,1,1410;5,2,371;5,2,117;5,0,115;5,0,227;3,2,1889|1
0,5|4,2,1158|1
5,4|4,0,828;1,0,612;4,0,1276;1,0,946;1,0,811;4,0,607;1,0,967;1,0,733;5,0,113;5,0,52;4,0,822;1,0,488;1,0,962;1,0,935;5,0,138;1,0,831;4,0,663;4,0,1006;4,0,1090;1,0,750;4,0,1110;1,0,522;4,0,543;4,0,504;5,0,127|1
8,1|4,0,1324;0,0,258;4,0,1194;4,0,407;4,0,824;3,0,932;4,0,334;0,0,446;3,0,1308;3,0,1233|1
5,3|1,1,1083;1,2,1217;2,2,274;2,0,260;1,0,600;2,2,183;0,0,538;2,2,379|0
3,6|5,0,71;4,0,449;4,0,748;4,0,256;4,0,464;0,0,249;0,0,342;4,0,812;4,0,319;5,0,156;5,0,23;0,0,221;4,0,437;5,0,109;0,0,269;5,0,19;0,0,221;0,0,343;0,0,205;5,0,132|1
5,4|4,0,756;3,0,1943;3,0,2075;3,0,2216;3,0,1673;0,0,392;1,0,678;1,0,1008;0,0,264;1,0,461;3,0,1043;4,0,870;1,0,375;3,0,1145;1,0,895;1,0,1031;3,0,1124;3,0,1496;3,0,1468;0,0,488;4,0,1169;3,0,825;4,0,909;4,0,351;3,0,608;3,0,956|1
8,4|4,1,552;5,1,182;4,0,394;1,1,1025;2,2,196;3,1,919;3,2,930;5,1,73;4,0,790;5,1,261;5,0,116;2,2,183;2,2,156;4,0,530;4,0,387;4,0,536|1
8,2|3,1,742;3,0,696;4,0,600;3,1,843;1,0,288;1,0,373;3,1,1303;1,1,542;1,0,543;3,0,864;3,0,606;3,1,1306;4,1,237;3,1,1108;3,0,672|1
7,2|0,1,337;1,1,674;3,0,439;0,0,249;3,0,738;3,0,994;0,1,465;0,0,327;0,1,363;0,1,354;1,1,1089;0,0,339;0,1,321;0,0,392;1,0,638;3,0,1089;3,1,846|1
6,11|4,0,1024;4,0,408;4,0,445;4,0,426;4,0,772;4,0,674;4,0,340;4,0,676;4,0,593;4,0,1183;4,0,746;4,0,648;4,0,1138;4,0,714;4,0,872;4,0,351;4,0,757;4,0,938;4,0,1242;4,0,474;4,0,981|1
7,6|0,2,622;3,2,1966;3,2,2335;3,1,810;3,0,936|1
5,6|4,0,1381;4,1,737;2,0,197;2,2,145;2,1,132;0,1,355;2,2,92;2,1,68;0,0,328;4,1,692;4,1,760;0,0,249;2,0,183;4,0,804;0,0,353;4,1,1239;0,0,258;4,2,1153;0,0,269;4,2,881|1
7,2|4,0,554;1,1,723;0,1,309;1,0,1103;0,1,655;3,0,944;4,1,632|1
1,14|4,0,300;4,0,583;0,2,591;4,2,569;0,0,191;4,2,905|0
8,1|0,0,157;3,0,507;3,0,985;0,1,226;0,0,141;3,0,1465;4,0,692;4,0,632;4,0,1124;3,0,1358;0,1,538;4,1,617|1
0,5|0,0,249;5,0,225;1,1,704;4,1,575|1
2,13|3,1,956;1,1,699;0,1,226;3,1,1452;2,0,260;3,0,1025;3,1,1160;0,0,97;1,1,1159;0,1,167;3,1,1390;3,0,1286;3,0,592;1,1,1037;2,0,146;3,0,1224;1,0,574;1,0,983;0,1,212;2,1,213;3,0,789;0,0,269;0,1,190;1,1,684;0,0,440;1,0,545;3,1,1434;0,1,657;3,1,1288;1,1,914|1
2,12|5,0,10;1,0,536;5,0,79;1,0,397;1,0,478;5,0,165;5,0,97;1,0,746;5,0,31;1,0,828;1,0,535;5,0,2;5,0,175;1,0,505;5,0,47;1,0,464;1,0,536;1,0,622;5,0,60;5,0,29;5,0,35;1,0,311;5,0,19;1,0,639;5,0,71;1,0,521;5,0,115;5,0,141|0
7,3|1,0,1007;0,0,87;1,0,1025;1,0,668;1,0,701;1,0,384;1,0,1073;1,0,301;1,0,840;1,0,439;1,0,840;1,0,810;1,0,1110;1,0,1042;4,0,223;1,0,985;4,0,383;0,0,97;1,0,362|0
7,1|0,0,129;1,0,384;3,0,610;1,1,864;1,1,805;3,1,622;0,1,593;2,1,247;2,1,183;0,1,373;3,0,1032|1
6,4|5,1,133;4,1,683;4,0,653;5,1,323;0,1,373;5,1,347;5,1,212;0,0,247;0,0,457;3,1,1343;5,0,109;0,0,237;5,0,124;3,1,1731;5,1,192;5,1,211;5,1,214|1
3,29|1,0,966;0,0,525;0,0,391;1,0,362;1,0,1026;0,0,597;5,0,251;0,0,332;0,0,260;5,0,121;0,0,269;0,0,252;1,0,1163;0,0,332;0,0,318;0,0,433;0,0,222;0,0,219;0,0,608;5,0,134;1,0,513;1,0,713;1,0,696;1,0,890|1
2,1|2,0,145;5,1,17;2,1,14;2,1,429;1,0,568|1
6,7|5,0,52;0,0,147;0,0,231;3,0,417;0,0,269;0,0,221;1,0,696;5,0,149;4,0,437;0,0,386;3,0,805;4,0,298;4,0,445;1,0,382;1,0,675;0,0,33;5,0,65;5,0,78;5,0,109;4,0,500;4,0,413;2,0,183;0,0,261;2,0,260;4,0,371;5,0,109;5,0,109;1,0,288;1,0,776;1,0,449;5,0,2;4,0,589;0,0,173;5,0,10;4,0,481;0,0,33;4,0,524;5,0,29;4,0,357;2,0,27;3,0,531|1
6,1|0,1,192;0,1,577;1,0,1057;1,1,821;0,1,472;0,0,221;1,0,1347;1,0,835;1,1,842|0
5,1|2,1,210;3,0,728;1,0,728;2,1,145;3,0,247|1
6,4|4,0,632;2,0,183;2,1,119;3,2,752|0
6,10|0,1,372;0,1,745;0,1,661;0,0,275;3,0,1296;3,1,1116;3,0,896;3,0,1169;4,0,554;5,0,121;5,1,230;5,1,196;3,1,1255;5,0,144;3,1,1424;5,0,52;5,1,181;4,1,1030;4,1,351;4,0,371;3,0,1222;0,1,295|1
8,1|0,2,337;2,1,145;1,2,1617|0
7,1|2,0,156;2,0,27;4,0,599;4,0,649|1
0,14|4,2,1215;4,1,1215;4,1,1000;4,2,933|1
8,1|2,0,73;2,0,337;5,0,109;5,0,63;2,0,382;5,0,156;5,0,109;2,0,119;1,0,936;1,0,318;5,0,115;2,0,68;2,0,172|0
7,3|3,0,882;3,0,629;4,0,708;4,0,191;4,0,1099;4,0,464;3,0,866;3,0,451|1
6,4|2,0,196;5,0,41;2,0,183;5,0,62;5,0,52;5,0,19;5,0,139;5,0,25;5,0,141;2,0,379;5,0,52;5,0,245;2,0,145;2,0,196|0
5,2|0,0,177;0,0,211;0,0,87;0,0,167;0,0,33;0,0,429;0,0,185;0,0,173;0,0,275;0,0,512;0,0,403;0,0,149;0,0,129;0,0,328;0,0,249;0,0,173;0,0,39;0,0,33;0,0,157;0,0,50;0,0,94;0,0,269;0,0,147;0,0,33|0
8,1|1,1,1037;1,1,1063;2,0,210;5,1,110;5,1,168;4,0,495;4,0,546;2,1,169;1,1,616;4,0,701;1,0,632;2,1,132;1,1,1279;1,0,366;5,1,145|1
5,7|4,1,1067;1,0,711;5,1,295;1,1,1477;5,1,3;4,1,1089;1,0,901;5,0,42;4,0,479;1,1,1348;5,1,166;4,0,522;1,1,375;5,0,71;5,1,10|1
6,2|2,0,260;2,0,260;4,1,942;4,0,860;4,1,480|1
0,39|1,0,537;1,0,459;1,0,542;0,0,157;0,0,333;0,0,119;1,0,365;1,0,364;1,0,527;0,0,339;0,0,157;1,0,601;1,0,446;0,0,258;0,0,167;0,0,434;1,0,444;0,0,231;0,0,275;0,0,185;1,0,743;1,0,286;1,0,675;1,0,362;1,0,633|1
7,5|0,1,350;2,1,196;0,1,501;0,0,83;2,0,389;2,1,132;2,0,183;2,1,379;2,0,68;0,0,141;0,1,548;2,1,196;2,0,118;2,0,227;2,0,223;2,1,27;2,1,41;2,0,27;0,1,422;2,0,14;2,0,145;2,1,105;2,0,301;2,0,159;2,1,210;2,0,122;0,1,224;2,0,247;2,0,41|0
5,11|3,2,1151;3,0,571;1,1,673;1,1,1026;5,2,154;4,1,777;1,2,1151;1,2,1151|0
1,17|0,1,251;5,0,71;0,1,614;0,1,325;5,0,197;0,1,503;4,0,809;3,0,1472;4,1,618;3,1,896;3,1,636;4,1,641;4,0,961;4,1,1300;4,0,1008;0,1,401;4,0,245;3,0,1218;0,1,746;4,1,575;4,1,846;4,1,994;4,1,545;4,0,662;0,1,373;3,1,1375|1
2,1|5,0,79;1,0,480;1,0,608;1,0,573;5,0,128;4,0,554;4,0,383;5,0,140;1,0,554;1,0,609;4,0,488|1
7,2|2,0,92;2,0,44;2,0,196;2,0,211;2,0,247;2,0,95;2,0,287;2,0,145;2,0,27;2,0,105;2,0,14;2,0,348;2,0,196;2,0,119;2,0,273;2,0,156;2,0,233;2,0,364;2,0,220|0
1,25|0,0,247;5,0,128;1,0,830;2,0,172;5,0,65;5,0,71;5,0,76;5,0,115;2,0,183;1,0,1220;0,0,332;2,0,348;0,0,414;2,0,132;2,0,169;2,0,311;0,0,333;0,0,350|0
2,4|2,0,145;2,0,210;2,0,183;3,0,2072;5,0,144;3,0,1828;5,0,122;3,0,1959;2,0,169;5,0,44;1,0,1312;4,0,470;4,0,680;5,0,122;1,0,885;5,0,189;4,0,1449;4,0,782;1,0,1175;1,0,1680;4,0,1039;3,0,1595;2,0,145;1,0,574;3,0,1222;2,0,402;1,0,1038;4,0,1132;4,0,1213;2,0,159;2,0,196|1
1,4|1,0,321;4,0,1264;4,0,533;5,0,52;5,1,66;2,1,27;4,2,864|1
6,3|1,1,1884;5,1,318;5,0,97;4,1,1929;4,0,397;0,2,317;3,0,1840;4,2,1243;0,2,541;0,0,456;3,0,1407;3,1,1438;0,1,468|1
5,1|1,2,876;1,1,512;0,2,647;0,2,550|0
1,12|3,0,1056;3,0,999;3,0,1213;2,0,209;3,0,1258;2,0,196;3,0,1127;2,0,210;2,0,183;3,0,2083;2,0,247;3,0,1386;3,0,2024;2,0,321|1
5,12|5,0,113;4,0,396;3,0,887;2,0,247;4,0,1018;1,0,1145;2,0,132;5,0,100;3,0,1020;0,0,242;5,0,130;4,0,1000;5,0,93;0,0,237;4,0,383;1,0,775;4,0,700;4,0,677;0,0,412;5,0,109;4,0,832;2,0,183;2,0,425|1
4,12|1,1,1055;1,1,858;1,1,1041;2,1,237;2,1,119;2,0,27;2,1,14;1,1,543;2,1,311;1,1,1055;1,0,1055;2,0,27;2,0,169;1,1,831;1,0,1055;2,0,300;2,1,145;2,0,169;2,1,92;1,0,576;2,0,68;1,0,445;1,0,510;1,1,679;2,0,17;2,0,388;2,0,105;1,1,1055;1,0,834|1
0,121|4,2,970;0,0,119;0,1,95;0,2,769;5,2,117;5,0,19;5,2,134;4,1,916;0,2,239;0,2,341;5,2,255|1
7,3|1,0,790;0,0,185;1,2,959;5,2,189;1,1,1172;1,0,1132;0,2,439;1,1,774;1,0,686;5,2,177;5,1,155;1,0,788;1,0,574;5,1,144;5,0,63;5,0,29;1,0,969;0,0,292;0,1,244;5,1,62;1,1,700;1,0,606;1,1,765;5,0,10;5,1,162;5,0,115;1,1,532;1,1,507|0
0,100|4,0,799;5,0,128;4,0,559;5,0,109;4,0,357;4,0,682;4,0,801;5,0,94;4,0,777;4,0,285;5,0,109;5,0,109;5,0,109;4,0,701;5,0,95;4,0,394;4,0,445;5,0,115;4,0,684;5,0,91;4,0,374;4,0,640;5,0,99;5,0,97;5,0,112;5,0,109;5,0,147;4,0,799;5,0,165;4,0,717;4,0,479;5,0,109;4,0,701;4,0,686;5,0,147;4,0,577;5,0,109;4,0,700;5,0,143;4,0,701;5,0,106;4,0,618;4,0,547;4,0,539;4,0,618;4,0,645;4,0,739;4,0,611;4,0,381;5,0,156;5,0,128;5,0,109;4,0,349;4,0,413;5,0,113;4,0,744;4,0,253;4,0,746;4,0,682;4,0,682;5,0,226;5,0,106;4,0,253|1
4,13|0,0,611;4,0,869;0,0,636|0
8,2|5,0,115;5,1,214;3,1,1974;5,2,219;3,1,1120;5,1,203;3,1,640;5,1,366;3,2,1931;5,1,26;5,2,42;3,2,1502|1
6,1|2,0,122;3,0,658|0
3,7|2,0,209;1,0,1245;1,0,1352;1,0,943;2,0,250;2,0,365;1,0,1317;2,0,183;2,0,170;5,0,91;2,0,196;5,0,173;1,0,695;1,0,1243|1
8,3|2,2,157;2,0,122;2,2,159;2,1,287;2,1,41;2,2,118;2,1,27;2,2,183;2,0,105;2,2,27;2,2,54;2,1,145;2,1,270;2,0,27;2,2,27;2,0,17;2,2,83;2,0,135;2,1,169;2,2,196;2,1,209;2,2,213;2,1,27;2,1,183;2,2,183;2,2,196;2,1,159;2,2,169;2,1,196|1
1,10|3,1,922;5,0,109;3,1,922;2,0,183;4,1,392;3,0,544;5,0,115;3,1,992;2,0,183;4,0,394;5,1,144;5,0,97;2,0,156;2,1,260;3,0,885;5,1,202|1
